,Year,Crop Type,Yield (kg/ha),Avg Temp (°C),Total Rainfall (mm),Avg Sunlight (hours/day),Soil pH,Soil Moisture (%),Fertilizer Used (kg/ha),Pesticide Used (L/ha),Region
2283,2023,Corn,5571,28.2,341,7.0,6.1,29.3,129,4.9,South
2284,2018,Wheat,5040,23.6,302,10.1,6.0,32.8,147,6.4,South
2285,2024,Rice,5699,27.9,343,8.7,6.3,37.0,130,4.6,West
2286,2024,Wheat,5010,24.2,351,7.3,6.2,40.2,129,5.4,North
2287,2018,Wheat,6566,21.1,399,6.5,6.5,37.9,107,6.1,West
2288,2019,Corn,7042,18.7,288,11.6,6.1,38.3,118,6.5,North
2289,2021,Rice,4854,22.7,283,12.0,5.9,39.6,106,5.9,North
2290,2019,Wheat,7106,17.3,318,8.4,6.2,36.3,123,6.8,West
2291,2021,Rice,4844,24.8,323,7.5,6.7,34.7,97,5.4,North
2292,2023,Wheat,5583,22.6,320,6.3,6.5,41.4,126,6.9,South
2293,2021,Corn,7235,18.8,292,7.8,6.2,39.0,115,5.1,South
2294,2023,Wheat,6290,23.9,355,9.5,6.0,34.0,152,5.7,West
2295,2024,Wheat,8487,27.4,303,9.1,6.4,41.8,135,6.8,North
2296,2020,Rice,6776,29.7,327,8.5,6.7,27.7,101,5.9,North
2297,2024,Wheat,4646,23.9,378,8.2,6.4,42.5,97,6.1,North
2298,2024,Corn,7869,18.7,311,11.9,6.7,27.6,101,6.8,West
2299,2020,Corn,7904,27.5,300,9.0,6.5,29.2,110,6.9,North
2300,2021,Wheat,8322,26.0,343,6.1,5.9,29.6,115,5.1,West
2301,2021,Wheat,6879,29.4,369,10.2,6.5,25.3,109,6.5,West
2302,2023,Rice,6980,24.0,317,9.5,6.4,30.3,131,6.9,South
2303,2019,Rice,4898,21.6,282,6.9,6.2,29.8,124,4.6,West
2304,2023,Corn,6223,29.5,379,10.3,6.8,36.4,149,5.8,West
2305,2019,Rice,7383,24.0,281,6.1,6.1,36.6,151,6.6,South
2306,2024,Wheat,7906,17.2,282,10.4,5.9,35.5,140,5.5,North
2307,2020,Corn,7780,23.2,383,6.9,6.0,37.2,141,5.7,North
2308,2024,Rice,5934,17.0,385,11.9,6.2,24.8,153,6.9,South
2309,2018,Corn,5086,26.6,390,9.1,6.7,38.7,110,6.2,North
2310,2021,Wheat,8266,24.4,369,6.1,5.8,43.9,122,6.0,North
2311,2019,Rice,7146,18.4,306,11.0,6.6,37.3,124,6.4,North
2312,2023,Wheat,5794,27.6,317,10.9,6.1,29.8,144,6.5,West
2313,2020,Wheat,7751,24.0,287,10.6,6.4,30.5,152,6.4,North
2314,2019,Corn,7986,18.5,302,9.2,6.2,40.1,106,5.1,West
2315,2023,Corn,7304,19.1,338,7.3,6.1,26.3,135,4.5,South
2316,2021,Corn,6893,27.7,337,9.8,6.3,31.8,96,5.9,South
2317,2024,Rice,6042,21.6,305,11.1,6.2,28.0,116,4.6,South
2318,2021,Rice,6304,27.7,358,9.0,6.2,28.2,131,4.5,West
2319,2022,Corn,8009,17.9,375,6.4,6.0,24.1,154,7.0,North
2320,2018,Rice,7584,20.2,396,11.9,5.9,42.6,147,6.0,North
2321,2022,Rice,6535,26.9,378,10.1,6.1,30.7,144,6.2,South
2322,2020,Corn,5927,25.3,331,11.9,6.4,32.1,99,7.0,North
2323,2019,Wheat,5237,21.0,356,7.1,6.0,24.5,138,5.5,South
2324,2020,Rice,8349,29.2,326,7.2,6.6,26.0,97,6.7,South
2325,2024,Rice,6277,19.7,293,6.6,6.6,28.7,145,6.3,South
2326,2023,Wheat,4879,28.0,326,7.3,6.0,27.6,123,5.3,South
2327,2021,Wheat,8263,26.0,373,6.7,6.8,41.6,102,4.7,West
2328,2022,Wheat,6968,18.6,385,7.6,6.1,44.0,139,6.1,North
2329,2022,Corn,5703,24.2,281,9.5,5.9,43.6,122,6.9,North
2330,2024,Wheat,6161,29.1,394,10.9,6.2,28.5,101,5.9,North
2331,2022,Corn,7558,25.0,303,6.6,6.0,26.7,100,6.9,West
2332,2024,Wheat,5806,23.9,361,6.9,6.6,37.9,146,4.7,South
2333,2020,Wheat,6965,21.8,302,7.7,5.9,29.9,100,6.8,West
2334,2021,Corn,4855,27.3,396,8.1,6.3,25.2,116,6.8,South
2335,2019,Corn,8273,28.9,349,11.3,5.9,35.8,117,5.5,South
2336,2023,Wheat,4515,26.8,389,7.4,6.7,29.6,154,4.7,South
2337,2019,Wheat,4814,26.4,354,6.8,6.1,30.7,127,6.9,South
2338,2020,Wheat,7080,19.5,401,11.2,6.4,36.5,109,6.7,South
2339,2023,Rice,5539,27.8,364,11.3,6.5,38.6,105,6.9,South
2340,2022,Wheat,8036,17.5,398,10.7,5.8,26.3,115,5.2,North
2341,2018,Corn,5986,26.8,304,8.3,6.2,25.1,106,5.3,West
2342,2020,Rice,8352,19.7,392,11.5,6.1,41.3,107,5.7,West
2343,2020,Corn,7092,23.3,303,8.6,6.3,29.6,134,6.0,North
2344,2021,Rice,5193,26.0,291,10.7,6.6,35.0,146,6.0,West
2345,2019,Rice,4568,26.9,338,8.6,5.9,40.5,118,5.0,South
2346,2020,Corn,4910,28.5,362,8.9,6.3,25.2,144,4.6,West
2347,2020,Rice,7623,20.7,351,11.2,5.9,40.2,97,6.8,North
2348,2022,Corn,7636,19.9,315,6.0,6.6,35.7,152,6.4,South
2349,2022,Wheat,7359,30.0,340,7.6,6.6,26.2,130,4.8,South
2350,2023,Rice,8497,19.7,379,9.9,6.1,38.2,149,6.0,North
2351,2024,Corn,5418,25.7,344,11.5,6.1,25.5,121,5.0,West
2352,2024,Rice,7394,29.4,291,6.1,6.4,30.5,104,4.6,South
2353,2018,Corn,5239,28.7,409,8.8,6.8,35.3,117,4.9,South
2354,2024,Wheat,5990,22.8,293,9.1,6.8,38.2,147,6.3,North
2355,2021,Wheat,8305,25.3,346,12.0,6.1,29.5,133,5.7,North
2356,2018,Rice,7843,23.9,394,10.2,6.6,27.8,154,5.2,North
2357,2023,Rice,6986,21.5,378,6.8,6.1,39.5,106,6.4,West
2358,2022,Corn,7077,18.9,346,9.3,6.3,32.6,112,5.7,West
2359,2024,Corn,7277,27.4,293,6.9,5.8,28.3,96,5.4,North
2360,2019,Rice,4772,18.2,324,10.4,6.7,36.5,135,4.7,West
2361,2022,Corn,4958,24.9,340,8.2,6.5,32.3,135,4.8,West
2362,2021,Corn,5319,24.7,312,10.0,6.7,37.0,113,5.2,West
2363,2022,Corn,5696,21.4,351,11.4,6.4,40.4,144,5.2,South
2364,2021,Rice,7115,18.8,406,10.7,5.9,24.4,119,5.0,South
2365,2021,Wheat,5360,27.4,381,10.8,6.2,31.5,139,4.8,South
2366,2021,Wheat,6473,23.0,302,7.7,6.2,31.4,155,6.0,West
2367,2023,Corn,6044,26.4,338,9.5,6.3,42.9,134,5.7,West
2368,2021,Rice,7044,17.2,379,7.1,6.0,44.9,159,6.1,South
2369,2021,Corn,8484,18.0,335,7.3,6.3,37.7,125,5.7,North
2370,2019,Wheat,5294,19.3,406,10.2,5.8,32.6,114,6.0,West
2371,2018,Corn,5304,18.5,363,8.4,5.9,33.2,143,6.7,South
2372,2020,Wheat,8105,19.5,337,11.3,6.7,37.9,96,4.6,West
2373,2018,Rice,5595,25.9,407,8.9,6.2,36.5,102,5.9,South
2374,2021,Corn,7481,17.6,311,6.4,6.2,42.0,103,5.2,West
2375,2019,Rice,6390,17.5,287,8.5,6.2,39.0,120,5.0,West
2376,2022,Corn,7539,17.4,292,6.8,6.4,26.8,152,5.2,West
2377,2019,Corn,5339,26.1,342,12.0,5.8,41.6,101,6.7,South
2378,2021,Corn,7743,24.0,304,6.1,6.7,30.1,124,6.7,West
2379,2019,Corn,7182,21.8,340,9.4,6.4,40.0,139,4.8,West
2380,2024,Corn,5102,25.8,367,8.2,6.2,25.2,104,6.7,North
2381,2019,Rice,7283,24.2,404,9.6,6.7,30.6,159,6.4,North
2382,2021,Rice,7863,17.1,305,9.2,6.3,39.2,151,4.6,North
2383,2023,Wheat,8437,27.9,363,11.5,5.9,44.5,154,6.4,West
2384,2024,Corn,7823,21.6,301,7.1,6.7,32.4,97,4.5,North
2385,2019,Wheat,5932,22.2,341,6.7,6.2,29.1,140,5.6,North
2386,2020,Rice,7538,27.2,401,11.2,6.4,42.3,126,5.2,South
2387,2020,Wheat,6333,19.4,397,11.6,6.7,41.7,124,5.9,West
2388,2019,Rice,4866,17.1,289,8.1,6.1,35.4,136,6.6,North
2389,2023,Corn,4755,28.8,310,11.7,6.0,29.6,113,4.6,West
2390,2022,Wheat,8096,23.6,305,8.1,6.7,30.5,134,5.3,South
2391,2021,Wheat,6987,21.5,388,9.5,6.3,34.3,157,5.6,West
2392,2020,Wheat,5858,27.6,369,10.0,6.5,44.6,125,6.5,North
2393,2022,Wheat,8201,17.3,405,12.0,5.9,26.3,99,5.5,South
2394,2019,Corn,6982,19.6,304,7.0,6.5,31.6,149,4.8,North
2395,2022,Rice,5189,19.0,399,7.8,6.4,42.1,158,4.6,North
2396,2024,Rice,8032,26.6,297,9.3,6.1,44.2,143,6.0,North
2397,2018,Corn,4807,21.1,387,7.3,6.6,25.1,156,4.6,South
2398,2020,Rice,6535,27.0,407,9.5,6.3,36.4,159,6.6,South
2399,2019,Wheat,6196,17.5,287,10.7,6.2,36.7,115,6.5,North
2400,2021,Corn,7666,24.9,322,11.3,6.0,34.6,102,7.0,West
2401,2023,Rice,4908,21.1,303,8.0,6.1,24.9,100,5.7,West
2402,2024,Corn,8451,19.4,396,7.0,6.1,30.7,137,5.4,West
2403,2019,Corn,5325,27.6,381,10.1,6.2,33.2,148,6.9,West
2404,2021,Rice,5691,22.4,344,10.1,6.3,34.2,112,6.5,South
2405,2023,Rice,6634,24.4,305,8.6,6.8,44.3,131,5.1,North
2406,2023,Corn,6550,17.4,353,9.6,6.3,30.4,101,6.6,North
2407,2019,Corn,6919,27.3,345,10.8,6.3,25.2,134,6.6,North
2408,2024,Rice,6051,20.7,293,10.4,6.4,26.5,128,6.7,South
2409,2022,Corn,7189,26.0,408,10.0,6.6,31.4,133,6.6,North
2410,2022,Rice,7594,26.9,373,10.0,6.8,40.3,154,5.3,North
2411,2023,Corn,4597,18.5,316,10.3,6.8,36.8,141,5.3,South
2412,2022,Corn,7217,20.8,297,9.6,6.7,40.4,110,6.7,South
2413,2018,Corn,6274,26.4,392,6.5,5.8,43.3,145,5.1,North
2414,2023,Rice,6045,20.0,309,9.5,5.8,26.5,101,5.6,North
2415,2023,Wheat,4820,28.0,379,11.3,6.1,35.1,100,4.7,West
2416,2021,Rice,5033,21.1,300,6.2,6.7,37.1,121,6.3,South
2417,2022,Corn,7367,22.2,297,8.4,6.6,32.8,104,5.9,South
2418,2024,Wheat,6914,18.3,289,8.4,6.4,33.5,155,6.2,North
2419,2023,Wheat,5707,18.9,384,7.5,6.0,25.8,115,5.3,North
2420,2024,Corn,4916,20.6,283,9.4,6.8,25.2,158,6.3,West
2421,2018,Rice,7276,17.6,294,7.0,6.7,24.9,113,5.9,South
2422,2021,Wheat,5737,19.5,332,11.5,6.7,37.8,124,6.9,West
2423,2019,Wheat,5347,22.3,334,6.9,6.3,26.1,151,4.5,North
2424,2024,Rice,5169,21.9,401,11.8,6.2,31.7,124,6.1,West
2425,2023,Rice,7781,19.6,395,6.1,6.4,43.3,138,5.1,North
2426,2018,Wheat,6443,18.0,404,8.9,6.5,27.5,107,4.8,West
2427,2020,Rice,6680,21.1,395,6.2,6.7,33.9,112,5.9,South
2428,2018,Wheat,6600,26.7,373,11.3,6.4,39.3,102,5.5,West
2429,2018,Corn,5240,23.6,304,10.8,6.7,29.2,126,5.8,South
2430,2021,Rice,7242,29.3,381,7.4,6.1,24.5,98,5.1,South
2431,2019,Wheat,4522,18.8,319,6.8,5.8,40.3,137,6.4,West
2432,2020,Rice,7677,19.7,399,7.3,6.2,39.3,142,6.1,North
2433,2022,Rice,8174,20.6,372,6.5,6.0,44.6,147,6.0,South
2434,2022,Wheat,6154,17.2,398,7.4,6.6,36.7,150,6.3,West
2435,2024,Corn,4959,29.3,290,6.4,6.6,30.5,107,6.4,South
2436,2018,Wheat,5149,22.8,353,11.1,6.6,26.7,159,5.9,North
2437,2021,Rice,4981,23.3,333,11.1,6.3,26.1,145,4.8,South
2438,2021,Wheat,4619,19.1,359,9.3,6.7,37.4,141,5.2,South
2439,2022,Rice,5172,28.3,335,11.5,6.2,31.3,112,4.8,South
2440,2024,Wheat,6755,26.0,396,8.1,6.4,41.5,147,4.9,South
2441,2024,Corn,6384,22.6,373,7.1,6.0,26.6,145,4.7,North
2442,2024,Corn,4817,28.4,378,7.8,5.8,44.2,132,5.8,South
2443,2020,Corn,6885,28.8,323,6.7,6.4,25.3,112,6.3,West
2444,2019,Corn,6702,17.6,284,10.9,6.5,40.4,153,4.9,West
2445,2020,Wheat,8346,18.6,359,10.6,6.7,40.3,159,4.6,West
2446,2023,Corn,5367,17.4,347,7.1,6.6,36.9,127,5.6,West
2447,2023,Wheat,7726,24.6,283,9.3,6.6,44.8,121,6.9,South
2448,2019,Rice,8413,19.8,364,7.7,6.5,24.1,96,6.0,South
2449,2022,Rice,4893,28.0,396,6.8,6.2,33.8,137,6.5,South
2450,2019,Rice,7052,23.1,374,7.5,6.3,26.2,157,5.0,West
2451,2021,Corn,5470,27.9,295,9.6,6.6,34.8,147,6.8,North
2452,2023,Corn,4812,24.2,390,9.9,6.0,28.1,145,5.6,West
2453,2018,Corn,8369,27.4,349,7.1,6.5,33.4,137,5.2,North
2454,2018,Rice,5782,21.8,294,10.6,6.4,24.8,109,5.8,West
2455,2022,Rice,7728,29.3,386,9.4,6.0,33.5,116,6.5,West
2456,2021,Rice,6561,25.7,373,8.6,6.2,38.0,113,6.5,North
2457,2020,Rice,4576,24.7,359,9.9,6.6,42.5,98,5.5,South
2458,2021,Wheat,7910,21.6,323,8.0,5.9,43.5,114,4.9,West
2459,2018,Wheat,4908,29.2,405,7.6,6.4,31.4,117,4.9,South
2460,2018,Corn,6941,21.4,409,11.6,6.2,41.0,139,5.2,South
2461,2023,Corn,8418,27.9,391,11.4,6.1,42.5,152,6.8,West
2462,2021,Rice,6767,22.3,319,8.9,6.7,44.4,142,5.0,West
2463,2021,Wheat,5243,27.0,342,9.6,6.3,33.2,143,6.1,North
2464,2018,Wheat,4932,28.9,342,9.9,6.8,41.2,132,5.1,South
2465,2020,Corn,7353,23.1,296,9.9,6.4,29.5,115,6.6,North
2466,2022,Wheat,5978,23.8,317,9.2,6.1,40.1,119,6.2,West
2467,2024,Corn,6177,21.3,407,7.9,6.1,40.8,123,6.6,West
2468,2022,Rice,8334,17.7,304,11.3,6.5,41.9,135,5.6,South
2469,2021,Rice,8497,25.5,356,9.4,6.1,41.1,118,5.9,West
2470,2022,Corn,6331,18.6,403,11.4,6.4,40.5,109,5.1,South
2471,2018,Rice,7711,21.6,304,11.0,6.4,38.3,100,4.8,West
2472,2018,Rice,5487,21.5,314,9.9,5.8,26.3,101,6.7,West
2473,2021,Wheat,6021,19.0,358,10.3,6.5,31.8,148,5.2,South
2474,2021,Wheat,7201,25.7,368,11.5,6.4,29.2,148,6.3,South
2475,2024,Wheat,8212,19.3,302,9.8,6.6,33.1,123,5.0,North
2476,2024,Wheat,8407,27.1,401,8.8,6.7,43.2,151,5.5,North
2477,2023,Wheat,7364,20.2,296,8.7,6.3,36.9,138,7.0,North
2478,2021,Corn,6053,20.7,308,11.9,6.6,25.8,108,4.8,West
2479,2020,Corn,5254,21.5,281,10.5,6.3,30.3,116,5.1,North
2480,2022,Wheat,5175,19.0,290,10.0,6.1,41.9,109,6.3,South
2481,2021,Rice,5331,22.6,295,6.6,6.7,31.9,144,4.8,West
2482,2019,Rice,5619,18.0,360,9.5,6.4,24.2,142,6.6,South
2483,2023,Corn,4527,22.6,300,7.1,5.9,40.3,158,4.6,West
2484,2019,Corn,7535,21.4,300,8.3,6.7,27.0,137,5.8,South
2485,2018,Corn,5753,21.4,285,9.3,6.2,26.6,107,5.4,West
2486,2024,Rice,4915,25.6,325,6.0,6.5,37.0,137,4.8,West
2487,2022,Corn,8027,27.0,302,11.2,6.8,35.9,95,6.1,North
2488,2021,Rice,6572,21.6,337,8.6,6.3,31.6,133,6.9,South
2489,2019,Corn,6210,20.4,318,9.7,6.4,28.4,107,6.0,South
2490,2022,Rice,7975,23.4,310,7.2,6.0,26.2,102,5.0,West
2491,2018,Corn,7220,27.2,281,10.2,6.6,26.6,105,4.7,North
2492,2024,Corn,5041,25.4,365,7.9,6.3,39.4,142,6.5,South
2493,2020,Rice,4664,17.5,323,9.1,6.3,42.9,118,6.6,South
2494,2023,Corn,6755,23.2,406,7.9,6.0,35.8,158,6.0,North
2495,2022,Wheat,7496,29.9,342,9.9,6.2,37.6,111,4.5,South
2496,2022,Rice,5484,21.6,401,11.1,6.7,44.4,109,4.7,West
2497,2020,Corn,7161,22.7,354,9.8,6.2,24.3,107,6.2,South
2498,2022,Rice,4872,20.7,332,7.1,6.0,27.3,102,5.2,South
2499,2018,Corn,5117,23.5,355,7.5,6.4,33.9,132,5.2,North
2500,2018,Wheat,8413,19.1,373,9.1,6.3,25.8,103,5.4,South
2501,2020,Corn,4568,20.2,298,7.6,6.3,29.5,134,6.5,North
2502,2023,Corn,6043,26.3,324,7.2,6.0,32.1,153,6.5,West
2503,2021,Wheat,6158,18.8,334,6.3,6.7,38.8,107,5.2,West
2504,2019,Rice,7924,29.0,308,6.6,6.4,26.8,137,6.4,West
2505,2021,Corn,4600,21.0,327,9.4,6.4,36.6,124,5.2,North
2506,2022,Corn,4500,24.5,351,7.2,5.9,25.1,106,4.9,West
2507,2019,Wheat,6898,21.2,342,9.0,6.3,33.4,140,6.8,South
2508,2020,Rice,6554,23.2,336,9.9,6.4,26.1,114,5.6,West
2509,2020,Rice,4817,28.7,292,7.5,6.7,34.5,150,6.1,West
2510,2023,Wheat,7170,17.9,367,11.7,6.4,32.7,100,4.9,North
2511,2019,Wheat,6378,28.1,384,7.5,6.8,32.0,154,4.8,South
2512,2018,Corn,7056,24.2,288,7.0,6.5,41.1,115,6.4,North
2513,2019,Wheat,4685,25.6,353,8.7,6.0,34.8,126,6.4,South
2514,2022,Wheat,5227,17.7,354,8.7,5.9,29.7,98,6.2,North
2515,2018,Wheat,7009,26.9,376,11.2,6.3,41.1,134,5.6,North
2516,2024,Rice,4842,18.7,388,6.3,6.7,34.9,152,6.7,North
2517,2024,Wheat,7182,29.5,307,7.6,6.1,44.5,126,4.6,West
2518,2024,Corn,5212,27.4,381,11.3,6.7,34.4,141,6.5,North
2519,2020,Corn,7579,23.4,373,10.6,5.9,41.3,146,5.2,West
2520,2019,Corn,7123,29.0,398,6.0,6.5,24.0,135,6.8,West
2521,2024,Wheat,4635,19.2,351,9.2,6.2,29.3,123,5.0,South
2522,2021,Rice,6422,29.9,306,7.5,5.8,24.6,132,4.8,West
2523,2023,Wheat,4882,26.3,350,11.9,6.1,35.5,141,5.3,North
2524,2021,Wheat,4685,18.3,309,11.9,6.2,33.9,104,5.3,South
2525,2024,Corn,7186,24.0,345,11.6,6.2,39.9,159,6.1,North
2526,2023,Wheat,5427,26.2,378,6.1,6.0,26.4,126,4.9,West
2527,2022,Rice,7943,25.0,368,11.4,6.4,41.4,127,5.3,West
2528,2021,Corn,5463,22.5,408,8.0,6.6,25.5,125,6.0,West
2529,2019,Rice,5060,20.2,334,9.9,6.5,41.7,99,5.2,North
2530,2019,Rice,5689,20.1,381,8.7,6.6,35.6,130,5.5,West
2531,2021,Rice,5397,29.1,344,8.1,6.1,25.9,103,4.8,West
2532,2024,Wheat,7186,20.1,304,7.7,6.6,24.7,142,4.8,West
2533,2019,Wheat,6428,29.5,377,8.6,5.8,40.8,95,6.4,South
2534,2022,Wheat,6337,19.7,321,7.8,6.6,30.7,112,4.7,West
2535,2018,Wheat,6868,22.0,323,11.6,5.8,43.8,112,6.9,South
2536,2024,Corn,6212,17.2,348,8.6,6.4,44.7,156,6.3,West
2537,2022,Wheat,6238,28.7,384,11.7,6.0,40.8,112,6.5,North
2538,2023,Corn,5680,18.4,287,8.2,6.3,40.0,153,5.7,West
2539,2022,Rice,5357,21.6,385,7.6,6.2,39.0,118,5.0,South
2540,2024,Corn,8302,28.0,342,10.9,6.8,28.2,143,6.8,North
2541,2023,Wheat,7545,27.3,352,9.1,6.1,27.2,139,6.9,North
2542,2024,Corn,4784,27.9,403,7.0,6.5,32.5,116,6.9,West
2543,2019,Wheat,8372,28.9,284,11.6,6.3,43.8,95,5.4,South
2544,2018,Wheat,7599,28.8,408,11.8,6.2,24.7,115,5.4,West
2545,2024,Corn,6898,27.0,290,10.1,6.5,41.2,107,5.3,North
2546,2024,Corn,6630,24.6,296,11.8,5.9,32.6,148,4.8,North
2547,2019,Rice,6147,24.3,347,10.0,6.5,24.7,147,6.0,South
2548,2020,Rice,5165,17.2,284,9.7,6.4,27.7,141,6.4,West
2549,2019,Rice,5893,26.4,361,11.0,6.6,44.6,156,6.7,West
2550,2023,Rice,7088,19.9,346,6.4,6.6,41.1,96,5.6,South
2551,2019,Rice,7966,27.8,290,8.7,6.3,41.4,122,4.6,South
2552,2019,Corn,6524,24.2,321,8.6,6.2,35.5,124,5.4,North
2553,2018,Rice,7027,29.8,314,9.7,6.7,24.8,146,4.9,North
2554,2019,Corn,6760,19.7,358,8.1,6.7,41.2,135,5.9,North
2555,2024,Rice,8185,26.4,338,8.7,6.2,33.9,117,6.2,North
2556,2018,Wheat,5429,24.1,396,11.1,6.7,39.0,145,5.5,South
2557,2021,Rice,6907,29.1,327,11.7,6.7,39.7,152,6.6,South
2558,2020,Wheat,4713,20.5,282,8.9,5.9,24.8,148,6.3,North
2559,2018,Corn,4803,17.8,303,10.2,6.3,28.7,136,5.3,South
2560,2023,Rice,7726,24.1,398,9.3,6.6,41.5,97,4.7,South
2561,2021,Corn,5903,23.8,380,11.2,5.9,34.3,108,5.4,South
2562,2018,Rice,4699,21.1,312,7.6,6.0,24.7,128,6.3,West
2563,2018,Corn,8251,29.8,349,11.2,6.4,44.1,110,6.7,South
2564,2020,Rice,6785,17.9,332,9.1,5.9,37.0,144,6.0,North
2565,2024,Rice,5170,24.4,336,8.7,6.1,32.4,145,5.2,South
2566,2023,Wheat,6228,20.4,319,11.7,6.3,42.9,102,5.1,South
2567,2022,Corn,7738,17.0,282,7.8,6.6,26.8,97,4.7,North
2568,2022,Corn,5749,29.8,328,6.5,6.0,44.5,118,4.8,West
2569,2018,Corn,5378,23.3,293,10.0,6.5,29.5,148,6.8,South
2570,2019,Corn,4750,28.1,404,7.6,6.7,35.8,148,4.8,North
2571,2023,Corn,7851,27.9,304,9.9,6.0,41.2,133,5.7,South
2572,2021,Wheat,7023,27.6,283,6.3,6.0,29.6,95,4.7,North
2573,2019,Rice,4997,23.0,342,9.4,6.6,30.1,119,4.7,South
2574,2019,Wheat,6487,28.6,334,7.4,5.9,36.4,131,5.5,West
2575,2023,Corn,5477,21.8,281,6.5,6.3,25.5,150,4.7,West
2576,2024,Corn,8304,22.3,302,6.3,6.2,39.9,153,6.7,South
2577,2018,Rice,8106,20.3,387,11.7,6.3,30.5,104,4.7,South
2578,2018,Wheat,7544,22.8,398,7.6,6.3,44.1,105,6.3,South
2579,2018,Rice,7248,29.8,294,9.5,6.4,30.1,107,6.6,North
2580,2018,Rice,7982,24.5,330,8.9,6.6,43.8,129,5.5,West
2581,2022,Wheat,5283,27.8,299,8.2,6.2,26.4,143,4.7,West
2582,2018,Rice,6976,20.4,335,9.3,6.0,32.4,148,4.8,South
2583,2022,Wheat,5038,29.4,317,9.4,6.6,37.6,145,6.9,West
2584,2022,Wheat,5400,17.2,304,11.0,6.8,29.5,108,6.1,South
2585,2024,Corn,5966,29.1,365,8.3,5.9,39.7,159,4.7,South
2586,2018,Rice,7515,28.7,347,8.1,6.1,44.9,98,6.0,South
2587,2020,Corn,4709,17.9,359,10.1,6.8,43.8,159,4.7,West
2588,2021,Rice,8118,24.9,343,8.2,6.0,44.5,125,5.7,North
2589,2019,Rice,6233,27.2,350,9.1,6.2,25.2,159,6.7,North
2590,2022,Corn,4990,22.2,367,7.0,5.9,36.7,128,5.8,North
2591,2023,Corn,7018,18.2,336,7.7,6.1,42.0,151,5.4,North
2592,2023,Corn,6209,27.8,398,7.2,6.1,42.4,103,5.1,South
2593,2021,Wheat,6253,23.1,308,11.0,6.8,34.2,107,5.4,North
2594,2023,Rice,7115,20.4,343,10.8,5.9,24.2,106,6.7,North
2595,2020,Wheat,6418,17.9,326,8.4,6.1,40.1,124,5.3,West
2596,2023,Rice,6534,25.3,299,8.6,5.9,43.7,145,5.4,South
2597,2019,Rice,7211,17.5,286,8.5,6.5,24.1,151,6.5,North
2598,2019,Wheat,6429,27.3,373,7.2,6.8,24.9,157,4.6,North
2599,2022,Wheat,5986,27.0,407,10.7,6.0,40.2,110,6.0,North
2600,2018,Rice,7097,21.2,393,11.0,6.4,40.4,98,4.6,North
2601,2024,Corn,6503,23.1,332,9.7,6.0,28.4,114,4.5,North
2602,2020,Corn,6000,25.7,345,10.5,6.0,39.1,109,5.4,West
2603,2022,Corn,4697,29.5,406,9.9,6.3,42.5,109,5.0,North
2604,2020,Corn,6467,23.8,349,6.6,6.7,29.4,132,4.7,North
2605,2018,Rice,5020,30.0,371,9.3,6.3,33.4,130,6.4,West
2606,2023,Corn,6022,21.2,399,8.1,6.3,34.2,145,6.2,North
2607,2023,Corn,6034,23.8,302,7.3,5.9,32.7,119,6.7,North
2608,2024,Corn,6213,18.5,391,10.0,6.4,30.9,99,5.1,West
2609,2018,Rice,5848,24.2,398,11.3,6.3,44.8,97,5.7,South
2610,2022,Wheat,5187,24.0,409,12.0,6.1,36.0,146,7.0,South
2611,2024,Corn,4966,28.0,360,9.5,6.5,39.0,127,5.7,West
2612,2018,Rice,8344,30.0,350,10.0,6.1,26.2,119,5.8,West
2613,2021,Rice,5095,29.8,353,9.9,6.7,34.7,114,4.7,West
2614,2019,Corn,4638,20.1,301,10.2,6.7,42.8,130,6.5,South
2615,2024,Wheat,5514,21.4,405,7.5,6.3,39.0,105,5.7,South
2616,2024,Wheat,4741,20.6,385,7.0,6.7,29.9,144,5.3,North
2617,2022,Wheat,6863,19.6,403,8.4,6.8,41.7,134,6.2,South
2618,2020,Rice,7214,19.0,357,8.8,5.8,25.1,111,5.9,West
2619,2021,Corn,5232,23.7,397,10.6,6.7,44.7,156,6.9,West
2620,2022,Corn,4634,28.3,280,9.7,6.2,39.9,133,5.7,North
2621,2018,Rice,7759,24.7,367,9.3,6.8,44.0,100,6.8,North
2622,2018,Corn,8261,28.3,366,9.0,6.1,42.0,151,5.7,West
2623,2018,Corn,7126,29.5,348,7.3,6.6,40.2,104,5.6,South
2624,2018,Wheat,7640,22.0,363,8.2,6.0,33.3,99,4.7,North
2625,2020,Corn,6986,27.9,389,6.7,6.7,41.0,154,6.7,North
2626,2021,Corn,6624,17.7,407,6.4,6.5,25.6,101,6.8,South
2627,2023,Rice,6947,23.3,383,6.1,6.1,28.8,141,4.5,South
2628,2019,Rice,6921,21.8,401,6.5,6.5,42.6,113,4.6,West
2629,2020,Wheat,7583,19.7,378,9.6,6.2,38.7,98,5.4,South
2630,2020,Rice,6010,22.7,315,11.8,6.7,27.9,138,5.0,West
2631,2023,Wheat,6318,22.8,367,6.2,5.8,32.7,112,5.3,North
2632,2023,Wheat,5257,27.5,316,10.7,6.3,39.0,141,5.0,West
2633,2019,Corn,7296,28.3,330,10.0,6.5,40.7,122,6.3,North
2634,2019,Wheat,7311,25.5,316,11.2,6.2,41.6,148,4.5,West
2635,2023,Corn,4916,25.2,365,11.7,6.3,27.1,119,6.7,South
